"Vital Statistics
Frequency of Baby Names
From:  Jan 1, 2021  To:  Dec 31, 2022",,,,
Ranking by Gender & Year,First Name,Frequency,Gender,Year
2215,Rhiah ,1,Girl,2022
2215,Rhian ,1,Girl,2022
2215,Rhianne ,1,Girl,2022
2215,Rhiley ,1,Girl,2022
2215,Rhoda ,1,Girl,2022
2215,Rhonda,1,Girl,2022
2215,Rhoxianne ,1,Girl,2022
2215,Rhylan ,1,Girl,2022
2215,Rhylen ,1,Girl,2022
2215,Rhyn ,1,Girl,2022
2215,Rhythm,1,Girl,2022
2215,Rhyxhyly ,1,Girl,2022
2215,Rhyza ,1,Girl,2022
2215,Riana ,1,Girl,2022
2215,Rianna ,1,Girl,2022
2215,Ricarda ,1,Girl,2022
2215,Richel ,1,Girl,2022
2215,Richelle ,1,Girl,2022
2215,Ricki ,1,Girl,2022
2215,Ricki-Lynn ,1,Girl,2022
2215,Rickie ,1,Girl,2022
2215,Riddhi,1,Girl,2022
2215,Ridhwan ,1,Girl,2022
2215,Ridley ,1,Girl,2022
2215,Riella ,1,Girl,2022
2215,Rielle ,1,Girl,2022
2215,Rielyn ,1,Girl,2022
2215,Rifal,1,Girl,2022
2215,Rigat ,1,Girl,2022
2215,Rihanat ,1,Girl,2022
2215,Rihanna,1,Girl,2022
2215,Rijvana ,1,Girl,2022
2215,Rika ,1,Girl,2022
2215,Rilynn-Rose ,1,Girl,2022
2215,Rima ,1,Girl,2022
2215,Rina ,1,Girl,2022
2215,Rincy ,1,Girl,2022
2215,Rinoa ,1,Girl,2022
2215,Rion,1,Girl,2022
2215,Riona ,1,Girl,2022
2215,Rionna,1,Girl,2022
2215,Ripley-Anne ,1,Girl,2022
2215,Risha ,1,Girl,2022
2215,Rithanya,1,Girl,2022
2215,Rithika,1,Girl,2022
2215,Rivan,1,Girl,2022
2215,Rivian ,1,Girl,2022
2215,Rivir ,1,Girl,2022
2215,Rivyn ,1,Girl,2022
2215,Riwayat ,1,Girl,2022
2215,Riyah ,1,Girl,2022
2215,Riyanshi,1,Girl,2022
2215,Riyasat ,1,Girl,2022
2215,Rizan ,1,Girl,2022
2215,Rizza ,1,Girl,2022
2215,Rlove ,1,Girl,2022
2215,Roan ,1,Girl,2022
2215,Roanna ,1,Girl,2022
2215,Roba ,1,Girl,2022
2215,Robbie ,1,Girl,2022
2215,Roberta,1,Girl,2022
2215,Roda,1,Girl,2022
2215,Rodriguez-Hernandez,1,Girl,2022
2215,Roen ,1,Girl,2022
2215,Róisín ,1,Girl,2022
2215,Rola,1,Girl,2022
2215,Roma ,1,Girl,2022
2215,Roman ,1,Girl,2022
2215,Romeaine ,1,Girl,2022
2215,Romey ,1,Girl,2022
2215,Ronan ,1,Girl,2022
2215,Ronja,1,Girl,2022
2215,Ronnee ,1,Girl,2022
2215,Ronza,1,Girl,2022
2215,Rooi ,1,Girl,2022
2215,Rook ,1,Girl,2022
2215,Rooman,1,Girl,2022
2215,Roosevelt ,1,Girl,2022
2215,Rosalaina ,1,Girl,2022
2215,Rosaly,1,Girl,2022
2215,Rosalynd ,1,Girl,2022
2215,Rosalynn ,1,Girl,2022
2215,Roseanna ,1,Girl,2022
2215,Roseanne ,1,Girl,2022
2215,Rosebel,1,Girl,2022
2215,Roseleen ,1,Girl,2022
2215,Rosella ,1,Girl,2022
2215,Roselyn ,1,Girl,2022
2215,Rosen ,1,Girl,2022
2215,Rosey ,1,Girl,2022
2215,Rosha,1,Girl,2022
2215,Roshana,1,Girl,2022
2215,Rosie-Lynn ,1,Girl,2022
2215,Rosko ,1,Girl,2022
2215,Roslynne ,1,Girl,2022
2215,Rosslyn ,1,Girl,2022
2215,Rosslynn,1,Girl,2022
2215,Rosy ,1,Girl,2022
2215,Roux ,1,Girl,2022
2215,Rowen ,1,Girl,2022
2215,Roxainia ,1,Girl,2022
2215,Roxan ,1,Girl,2022
2215,Roxiemae,1,Girl,2022
2215,Royee,1,Girl,2022
2215,Roza ,1,Girl,2022
2215,Rozalia,1,Girl,2022
2215,Rozalie ,1,Girl,2022
2215,Rozalind ,1,Girl,2022
2215,Ruarí ,1,Girl,2022
2215,Rubaab ,1,Girl,2022
2215,Rudrama ,1,Girl,2022
2215,Rufaida,1,Girl,2022
2215,Rufftana,1,Girl,2022
2215,Ruhab,1,Girl,2022
2215,Ruhina ,1,Girl,2022
2215,Rulene ,1,Girl,2022
2215,Ruman,1,Girl,2022
2215,Rumana ,1,Girl,2022
2215,Rumi ,1,Girl,2022
2215,Rune ,1,Girl,2022
2215,Ruoying ,1,Girl,2022
2215,Ruqayya ,1,Girl,2022
2215,Rusanya ,1,Girl,2022
2215,Rusika,1,Girl,2022
2215,Rute,1,Girl,2022
2215,Ry-Ann ,1,Girl,2022
2215,Ryanne ,1,Girl,2022
2215,Ryatt ,1,Girl,2022
2215,Rye ,1,Girl,2022
2215,Ryelin ,1,Girl,2022
2215,Ryka,1,Girl,2022
2215,Rykel ,1,Girl,2022
2215,Rylea ,1,Girl,2022
2215,Ryleigh-Elizabeth ,1,Girl,2022
2215,Rylen ,1,Girl,2022
2215,Rylin ,1,Girl,2022
2215,Rylinn ,1,Girl,2022
2215,Ryver ,1,Girl,2022
2215,Saada ,1,Girl,2022
2215,Saafia ,1,Girl,2022
2215,Saagree,1,Girl,2022
2215,Saakhi ,1,Girl,2022
2215,Saamiya ,1,Girl,2022
2215,Saaviya ,1,Girl,2022
2215,Saavn ,1,Girl,2022
2215,Saavnjot ,1,Girl,2022
2215,Sabella,1,Girl,2022
2215,Sabre ,1,Girl,2022
2215,Sabriha ,1,Girl,2022
2215,Sabrine,1,Girl,2022
2215,Sachi ,1,Girl,2022
2215,Sachkeerat ,1,Girl,2022
2215,Sachkirat ,1,Girl,2022
2215,Sachleen ,1,Girl,2022
2215,Sadaa ,1,Girl,2022
2215,Sadan,1,Girl,2022
2215,Sadeigh ,1,Girl,2022
2215,Sadola ,1,Girl,2022
2215,Saephira ,1,Girl,2022
2215,Saevryn ,1,Girl,2022
2215,Saeya,1,Girl,2022
2215,Saffiyah,1,Girl,2022
2215,Safina ,1,Girl,2022
2215,Safiyah ,1,Girl,2022
2215,Safiyyah,1,Girl,2022
2215,Sagal ,1,Girl,2022
2215,Sahai ,1,Girl,2022
2215,Sahaj ,1,Girl,2022
2215,Sahas ,1,Girl,2022
2215,Sahasra ,1,Girl,2022
2215,Saher ,1,Girl,2022
2215,Sahreejh ,1,Girl,2022
2215,Sahreen ,1,Girl,2022
2215,Sahreet ,1,Girl,2022
2215,Sailor ,1,Girl,2022
2215,Sailor-Ann ,1,Girl,2022
2215,Saima ,1,Girl,2022
2215,Saina,1,Girl,2022
2215,Saiyr ,1,Girl,2022
2215,Saje,1,Girl,2022
2215,Sakthi ,1,Girl,2022
2215,Salam ,1,Girl,2022
2215,Salaymatu ,1,Girl,2022
2215,Saleen ,1,Girl,2022
2215,Saleena ,1,Girl,2022
2215,Saleha,1,Girl,2022
2215,Salena,1,Girl,2022
2215,Salimatou,1,Girl,2022
2215,Salinda ,1,Girl,2022
2215,Sally ,1,Girl,2022
2215,Salome,1,Girl,2022
2215,Samaera,1,Girl,2022
2215,Samah ,1,Girl,2022
2215,Samai ,1,Girl,2022
2215,Samanta,1,Girl,2022
2215,Samaria,1,Girl,2022
2215,Samarra,1,Girl,2022
2215,Samaya ,1,Girl,2022
2215,Samayra,1,Girl,2022
2215,Samiira,1,Girl,2022
2215,Sammarah ,1,Girl,2022
2215,Sammi ,1,Girl,2022
2215,Samnat,1,Girl,2022
2215,Samra,1,Girl,2022
2215,Samreen ,1,Girl,2022
2215,Samreet,1,Girl,2022
2215,Samya ,1,Girl,2022
2215,Samyna ,1,Girl,2022
2215,Sanaayah ,1,Girl,2022
2215,Sanai ,1,Girl,2022
2215,Sanaya ,1,Girl,2022
2215,Sania,1,Girl,2022
2215,Saniya,1,Girl,2022
2215,Santal ,1,Girl,2022
2215,Santina ,1,Girl,2022
2215,Sanvika,1,Girl,2022
2215,Sanya,1,Girl,2022
2215,Saori ,1,Girl,2022
2215,Saphira ,1,Girl,2022
2215,Sarabeth ,1,Girl,2022
2215,Sarabgun,1,Girl,2022
2215,Saraiah ,1,Girl,2022
2215,Saraswati ,1,Girl,2022
2215,Sarayah ,1,Girl,2022
2215,Sareigha ,1,Girl,2022
2215,Sarem ,1,Girl,2022
2215,Sarena ,1,Girl,2022
2215,Sarghi ,1,Girl,2022
2215,Sargi ,1,Girl,2022
2215,Saria ,1,Girl,2022
2215,Sariah ,1,Girl,2022
2215,Sarin,1,Girl,2022
2215,Sariyah ,1,Girl,2022
2215,Sarom,1,Girl,2022
2215,Sarosh,1,Girl,2022
2215,Sarra,1,Girl,2022
2215,Sarrah ,1,Girl,2022
2215,Sasha ,1,Girl,2022
2215,Sasha-Shine,1,Girl,2022
2215,Saskia ,1,Girl,2022
2215,Satarah ,1,Girl,2022
2215,Saturn ,1,Girl,2022
2215,Satwant ,1,Girl,2022
2215,Saumya ,1,Girl,2022
2215,Savala ,1,Girl,2022
2215,Savana ,1,Girl,2022
2215,Savaya ,1,Girl,2022
2215,Savera ,1,Girl,2022
2215,Saverra ,1,Girl,2022
2215,Savi,1,Girl,2022
2215,Saviya,1,Girl,2022
2215,Savya,1,Girl,2022
2215,Saya ,1,Girl,2022
2215,Sayuri ,1,Girl,2022
2215,Scarlytt ,1,Girl,2022
2215,Scotia ,1,Girl,2022
2215,Scotland ,1,Girl,2022
2215,Scotlynn,1,Girl,2022
2215,Seala,1,Girl,2022
2215,Sean ,1,Girl,2022
2215,Second ,1,Girl,2022
2215,Seeleen ,1,Girl,2022
2215,Seeret ,1,Girl,2022
2215,Seham ,1,Girl,2022
2215,Sehaz ,1,Girl,2022
2215,Sehmat ,1,Girl,2022
2215,Sehnoor ,1,Girl,2022
2215,Sehreet ,1,Girl,2022
2215,Seleen,1,Girl,2022
2215,Seleena ,1,Girl,2022
2215,Selemawit ,1,Girl,2022
2215,Selinna,1,Girl,2022
2215,Selmah ,1,Girl,2022
2215,Sema ,1,Girl,2022
2215,Semyra ,1,Girl,2022
2215,Senaf ,1,Girl,2022
2215,Senayt ,1,Girl,2022
2215,Seneka ,1,Girl,2022
2215,Senuli ,1,Girl,2022
2215,Seona ,1,Girl,2022
2215,Sephora ,1,Girl,2022
2215,Sequoia ,1,Girl,2022
2215,Sera ,1,Girl,2022
2215,Serafina ,1,Girl,2022
2215,Seratillie ,1,Girl,2022
2215,Serayah ,1,Girl,2022
2215,Sereen,1,Girl,2022
2215,Sereena ,1,Girl,2022
2215,Seren,1,Girl,2022
2215,Serenitie ,1,Girl,2022
2215,Serenity-Rosely,1,Girl,2022
2215,Serina ,1,Girl,2022
2215,Seryn ,1,Girl,2022
2215,Seshat ,1,Girl,2022
2215,Sesina ,1,Girl,2022
2215,Setayesh,1,Girl,2022
2215,Setota,1,Girl,2022
2215,Sevda ,1,Girl,2022
2215,Seven ,1,Girl,2022
2215,Severa ,1,Girl,2022
2215,Sevianne ,1,Girl,2022
2215,Seville,1,Girl,2022
2215,Sevvi ,1,Girl,2022
2215,Shaanvi ,1,Girl,2022
2215,Shabad ,1,Girl,2022
2215,Shade ,1,Girl,2022
2215,Shaelee ,1,Girl,2022
2215,Shaelyn ,1,Girl,2022
2215,Shahad ,1,Girl,2022
2215,Shahed,1,Girl,2022
2215,Shahreen ,1,Girl,2022
2215,Shai-Celeste ,1,Girl,2022
2215,Shailee ,1,Girl,2022
2215,Shailene,1,Girl,2022
2215,Shaira ,1,Girl,2022
2215,Shakira ,1,Girl,2022
2215,Shalom ,1,Girl,2022
2215,Shalom-Yonas,1,Girl,2022
2215,Sham ,1,Girl,2022
2215,Shama,1,Girl,2022
2215,Shambhavi ,1,Girl,2022
2215,Shamelia ,1,Girl,2022
2215,Shamis ,1,Girl,2022
2215,Shana ,1,Girl,2022
2215,Shanaël ,1,Girl,2022
2215,Shanaelle,1,Girl,2022
2215,Shanas,1,Girl,2022
2215,Shandy ,1,Girl,2022
2215,Shanelle,1,Girl,2022
2215,Shanet ,1,Girl,2022
2215,Shania ,1,Girl,2022
2215,Shanice ,1,Girl,2022
2215,Shaniqua ,1,Girl,2022
2215,Shanraj,1,Girl,2022
2215,Shaptarshi,1,Girl,2022
2215,Sharannya ,1,Girl,2022
2215,Sharaya ,1,Girl,2022
2215,Shareigh ,1,Girl,2022
2215,Sharvari,1,Girl,2022
2215,Sharvi ,1,Girl,2022
2215,Shaun ,1,Girl,2022
2215,Shauna ,1,Girl,2022
2215,Shawna ,1,Girl,2022
2215,Shawq,1,Girl,2022
2215,Shayanna ,1,Girl,2022
2215,Shayla ,1,Girl,2022
2215,Shazmin ,1,Girl,2022
2215,Sheena,1,Girl,2022
2215,Shehzel,1,Girl,2022
2215,Sheikha ,1,Girl,2022
2215,Shekhinah ,1,Girl,2022
2215,Shelbi ,1,Girl,2022
2215,Shelby ,1,Girl,2022
2215,Shenaya ,1,Girl,2022
2215,Shenelle ,1,Girl,2022
2215,Shenilla ,1,Girl,2022
2215,Shenoa ,1,Girl,2022
2215,Shezray ,1,Girl,2022
2215,Shifa ,1,Girl,2022
2215,Shilow ,1,Girl,2022
2215,Shimontini,1,Girl,2022
2215,Shire ,1,Girl,2022
2215,Shireen ,1,Girl,2022
2215,Shirin,1,Girl,2022
2215,Shivanshika,1,Girl,2022
2215,Shiyah ,1,Girl,2022
2215,Shiza ,1,Girl,2022
2215,Shontae ,1,Girl,2022
2215,Shouvaggo ,1,Girl,2022
2215,Shrachi ,1,Girl,2022
2215,Shraddha,1,Girl,2022
2215,Shravya ,1,Girl,2022
2215,Shreesha ,1,Girl,2022
2215,Shreeya,1,Girl,2022
2215,Shreeyanshi ,1,Girl,2022
2215,Shreshta ,1,Girl,2022
2215,Shri ,1,Girl,2022
2215,Shriva ,1,Girl,2022
2215,Shrivalli ,1,Girl,2022
2215,Shubhangi,1,Girl,2022
2215,Shukrah ,1,Girl,2022
2215,Shuyu,1,Girl,2022
2215,Shwetha ,1,Girl,2022
2215,Shyne ,1,Girl,2022
2215,Shynisha,1,Girl,2022
2215,Shyza,1,Girl,2022
2215,Siara ,1,Girl,2022
2215,Siara-Faith ,1,Girl,2022
2215,Siarsha ,1,Girl,2022
2215,Siba,1,Girl,2022
2215,Sibel,1,Girl,2022
2215,Sibyl ,1,Girl,2022
2215,Sibylla ,1,Girl,2022
2215,Sidrah ,1,Girl,2022
2215,Sifan ,1,Girl,2022
2215,Sifatjot ,1,Girl,2022
2215,Siffat ,1,Girl,2022
2215,Sifth ,1,Girl,2022
2215,Sifti ,1,Girl,2022
2215,Sigrid ,1,Girl,2022
2215,Sika ,1,Girl,2022
2215,Sila ,1,Girl,2022
2215,Silah ,1,Girl,2022
2215,Silvie ,1,Girl,2022
2215,Simphiwe ,1,Girl,2022
2215,Simran,1,Girl,2022
2215,Simreet ,1,Girl,2022
2215,Simrit,1,Girl,2022
2215,Sinaf,1,Girl,2022
2215,Sincere ,1,Girl,2022
2215,Sine,1,Girl,2022
2215,Sipiinikii ,1,Girl,2022
2215,Sirat ,1,Girl,2022
2215,Sireya ,1,Girl,2022
2215,Sirine-Anya,1,Girl,2022
2215,Sis ,1,Girl,2022
2215,Sîsîkwan ,1,Girl,2022
2215,Siwoo,1,Girl,2022
2215,Siyaki,1,Girl,2022
2215,Siyama ,1,Girl,2022
2215,Siyana ,1,Girl,2022
2215,Siyona ,1,Girl,2022
2215,Sky ,1,Girl,2022
2215,Sky-Anne ,1,Girl,2022
2215,Skyanna ,1,Girl,2022
2215,Skylie ,1,Girl,2022
2215,Skylin ,1,Girl,2022
2215,Snoh ,1,Girl,2022
2215,Soeun,1,Girl,2022
2215,Sofi ,1,Girl,2022
2215,Sofiazayn ,1,Girl,2022
2215,Sofiia,1,Girl,2022
2215,Sofija,1,Girl,2022
2215,Soha ,1,Girl,2022
2215,Sohana ,1,Girl,2022
2215,Sohki ,1,Girl,2022
2215,Sokari ,1,Girl,2022
2215,Soko,1,Girl,2022
2215,Solara ,1,Girl,2022
2215,Soleen ,1,Girl,2022
2215,Soléna ,1,Girl,2022
2215,Solenne ,1,Girl,2022
2215,Soliana ,1,Girl,2022
2215,Solomiya,1,Girl,2022
2215,Solveig ,1,Girl,2022
2215,Solveigh ,1,Girl,2022
2215,Somadina ,1,Girl,2022
2215,Somaya,1,Girl,2022
2215,Somebi ,1,Girl,2022
2215,Somina ,1,Girl,2022
2215,Sondos,1,Girl,2022
2215,Sonenann ,1,Girl,2022
2215,Sonia ,1,Girl,2022
2215,Sonika ,1,Girl,2022
2215,Soohub,1,Girl,2022
2215,Sophi ,1,Girl,2022
2215,Sophia-Ysabelle,1,Girl,2022
2215,Sophie-Anne ,1,Girl,2022
2215,Sophina,1,Girl,2022
2215,Soreia ,1,Girl,2022
2215,Soriah ,1,Girl,2022
2215,Soriya ,1,Girl,2022
2215,Soroushi,1,Girl,2022
2215,Sorsha ,1,Girl,2022
2215,Sosveen ,1,Girl,2022
2215,Soteria ,1,Girl,2022
2215,Soukhya,1,Girl,2022
2215,Soumaya,1,Girl,2022
2215,Souriya,1,Girl,2022
2215,Sovay ,1,Girl,2022
2215,Spring ,1,Girl,2022
2215,Srija ,1,Girl,2022
2215,Srika,1,Girl,2022
2215,Srishti,1,Girl,2022
2215,Stacy ,1,Girl,2022
2215,Stallone ,1,Girl,2022
2215,Starling ,1,Girl,2022
2215,Starlynn ,1,Girl,2022
2215,Starrly ,1,Girl,2022
2215,Stasha,1,Girl,2022
2215,Steely ,1,Girl,2022
2215,Stella-Jayde ,1,Girl,2022
2215,Stephanie-Ann ,1,Girl,2022
2215,Stephinah ,1,Girl,2022
2215,Sterling ,1,Girl,2022
2215,Stevey ,1,Girl,2022
2215,Stewart,1,Girl,2022
2215,Stormee ,1,Girl,2022
2215,Styliani,1,Girl,2022
2215,Suad,1,Girl,2022
2215,Suban ,1,Girl,2022
2215,Subhag ,1,Girl,2022
2215,Subhani,1,Girl,2022
2215,Subhanshi,1,Girl,2022
2215,Suffanmeet ,1,Girl,2022
2215,Sufya,1,Girl,2022
2215,Suhashini,1,Girl,2022
2215,Suheyla,1,Girl,2022
2215,Sujud ,1,Girl,2022
2215,Suk ,1,Girl,2022
2215,Sukaina,1,Girl,2022
2215,Sukhman ,1,Girl,2022
2215,Sukhnadar ,1,Girl,2022
2215,Sukhsaanj ,1,Girl,2022
2215,Sukma ,1,Girl,2022
2215,Sullivan ,1,Girl,2022
2215,Sumaiya ,1,Girl,2022
2215,Sumera,1,Girl,2022
2215,Sumeyaa ,1,Girl,2022
2215,Summer-Lee ,1,Girl,2022
2215,Sunayra,1,Girl,2022
2215,Sunflower ,1,Girl,2022
2215,Sunliya ,1,Girl,2022
2215,Sunneva ,1,Girl,2022
2215,Sunni-Rue ,1,Girl,2022
2215,Sunniva ,1,Girl,2022
2215,Sunvar ,1,Girl,2022
2215,Sura ,1,Girl,2022
2215,Surkhab ,1,Girl,2022
2215,Suyana ,1,Girl,2022
2215,Suzanne ,1,Girl,2022
2215,Suzu,1,Girl,2022
2215,Svetlana ,1,Girl,2022
2215,Sveya ,1,Girl,2022
2215,Swarnpreet ,1,Girl,2022
2215,Swoichha,1,Girl,2022
2215,Sybelle ,1,Girl,2022
2215,Sydelle ,1,Girl,2022
2215,Sydrine ,1,Girl,2022
2215,Syfon ,1,Girl,2022
2215,Syha,1,Girl,2022
2215,Sylene ,1,Girl,2022
2215,Sylphrena ,1,Girl,2022
2215,Sylvana ,1,Girl,2022
2215,Sylvanas ,1,Girl,2022
2215,Synthia ,1,Girl,2022
2215,Syre,1,Girl,2022
2215,Syrra ,1,Girl,2022
2215,Sytorah ,1,Girl,2022
2215,Syuri ,1,Girl,2022
2215,Taahira ,1,Girl,2022
2215,Taaj ,1,Girl,2022
2215,Taanvi ,1,Girl,2022
2215,Taara,1,Girl,2022
2215,Tabita,1,Girl,2022
2215,Tae-Ja ,1,Girl,2022
2215,Taha,1,Girl,2022
2215,Tahar ,1,Girl,2022
2215,Tahira-Khadijah ,1,Girl,2022
2215,Tahirah,1,Girl,2022
2215,Tahlea ,1,Girl,2022
2215,Tahli ,1,Girl,2022
2215,Tahner ,1,Girl,2022
2215,Tahora,1,Girl,2022
2215,Taiba,1,Girl,2022
2215,Taibah ,1,Girl,2022
2215,Taiga ,1,Girl,2022
2215,Taijah ,1,Girl,2022
2215,Taina ,1,Girl,2022
2215,Taiya ,1,Girl,2022
2215,Takdir ,1,Girl,2022
2215,Takoda,1,Girl,2022
2215,Takodah ,1,Girl,2022
2215,Tala-Marie,1,Girl,2022
2215,Talena ,1,Girl,2022
2215,Tallulah ,1,Girl,2022
2215,Talulah ,1,Girl,2022
2215,Tamanna ,1,Girl,2022
2215,Tamar ,1,Girl,2022
2215,Tamia ,1,Girl,2022
2215,Tammy-Lynn ,1,Girl,2022
2215,Tamsin ,1,Girl,2022
2215,Tamunodiepriye ,1,Girl,2022
2215,Tamzin ,1,Girl,2022
2215,Tanaaz ,1,Girl,2022
2215,Tancy ,1,Girl,2022
2215,Tania ,1,Girl,2022
2215,Tanisha,1,Girl,2022
2215,Tanishi,1,Girl,2022
2215,Tanishq,1,Girl,2022
2215,Tanisi ,1,Girl,2022
2215,Taniya ,1,Girl,2022
2215,Tanseem,1,Girl,2022
2215,Taqwa,1,Girl,2022
2215,Taryn ,1,Girl,2022
2215,Tarzja ,1,Girl,2022
2215,Tashi ,1,Girl,2022
2215,Taslim ,1,Girl,2022
2215,Tasmin ,1,Girl,2022
2215,Tasniim ,1,Girl,2022
2215,Tasnim,1,Girl,2022
2215,Tatyana ,1,Girl,2022
2215,Taurie ,1,Girl,2022
2215,Tavia ,1,Girl,2022
2215,Taya-Faith ,1,Girl,2022
2215,Tayie ,1,Girl,2022
2215,Tayja ,1,Girl,2022
2215,Tayla ,1,Girl,2022
2215,Tayler ,1,Girl,2022
2215,Taylon ,1,Girl,2022
2215,Taylor-Renee ,1,Girl,2022
2215,Taylynn ,1,Girl,2022
2215,Taymiyah ,1,Girl,2022
2215,Tayyiba ,1,Girl,2022
2215,Tazeen,1,Girl,2022
2215,Tazlynn ,1,Girl,2022
2215,Tazmeen ,1,Girl,2022
2215,Tazreen ,1,Girl,2022
2215,Tazveer ,1,Girl,2022
2215,Teagen ,1,Girl,2022
2215,Teal ,1,Girl,2022
2215,Tealla ,1,Girl,2022
2215,Téalyn ,1,Girl,2022
2215,Teanna ,1,Girl,2022
2215,Teega ,1,Girl,2022
2215,Teegan ,1,Girl,2022
2215,Teeghan ,1,Girl,2022
2215,Teghbir ,1,Girl,2022
2215,Teghjit ,1,Girl,2022
2215,Tegnoor ,1,Girl,2022
2215,Teija ,1,Girl,2022
2215,Tejas ,1,Girl,2022
2215,Tejashi,1,Girl,2022
2215,Tekoa ,1,Girl,2022
2215,Telia,1,Girl,2022
2215,Telisa ,1,Girl,2022
2215,Telli ,1,Girl,2022
2215,Tember ,1,Girl,2022
2215,Tena ,1,Girl,2022
2215,Tenlee ,1,Girl,2022
2215,Tennessee ,1,Girl,2022
2215,Tennille ,1,Girl,2022
2215,Teodora ,1,Girl,2022
2215,Terie ,1,Girl,2022
2215,Terry-Lynn ,1,Girl,2022
2215,Tesneem ,1,Girl,2022
2215,Tessandra ,1,Girl,2022
2215,Tessie ,1,Girl,2022
2215,Tewaoluwa ,1,Girl,2022
2215,Teya,1,Girl,2022
2215,Teyanah ,1,Girl,2022
2215,Teyanna,1,Girl,2022
2215,Teyla ,1,Girl,2022
2215,Teznoor ,1,Girl,2022
2215,Thalayna,1,Girl,2022
2215,Thalea ,1,Girl,2022
2215,Thandolezwe,1,Girl,2022
2215,Thanvika ,1,Girl,2022
2215,Tharudi ,1,Girl,2022
2215,Theo ,1,Girl,2022
2215,Theodore,1,Girl,2022
2215,Therese ,1,Girl,2022
2215,Therrien ,1,Girl,2022
2215,Thevayanai ,1,Girl,2022
2215,Theya ,1,Girl,2022
2215,Thiana ,1,Girl,2022
2215,Thimna ,1,Girl,2022
2215,Thiya,1,Girl,2022
2215,Thiyara ,1,Girl,2022
2215,Thora ,1,Girl,2022
2215,Thunder ,1,Girl,2022
2215,Tiah ,1,Girl,2022
2215,Tianna ,1,Girl,2022
2215,Tianyi,1,Girl,2022
2215,Tiaraoluwa ,1,Girl,2022
2215,Tiayza ,1,Girl,2022
2215,Tifa ,1,Girl,2022
2215,Tihtna,1,Girl,2022
2215,Tilisa,1,Girl,2022
2215,Tillya ,1,Girl,2022
2215,Tirzah ,1,Girl,2022
2215,Tisya ,1,Girl,2022
2215,Tithi ,1,Girl,2022
2215,Titobioluwa ,1,Girl,2022
2215,Tiwalade ,1,Girl,2022
2215,Tiwalola ,1,Girl,2022
2215,Tiya,1,Girl,2022
2215,Tmnit ,1,Girl,2022
2215,Tniah ,1,Girl,2022
2215,Tobi ,1,Girl,2022
2215,Toluwalola ,1,Girl,2022
2215,Toluwanimi ,1,Girl,2022
2215,Tony ,1,Girl,2022
2215,Tonya,1,Girl,2022
2215,Toren ,1,Girl,2022
2215,Torvi-Arya ,1,Girl,2022
2215,Toryn ,1,Girl,2022
2215,Touba,1,Girl,2022
2215,Toula ,1,Girl,2022
2215,Toulouse ,1,Girl,2022
2215,Touqa,1,Girl,2022
2215,Townes ,1,Girl,2022
2215,Toyosi ,1,Girl,2022
2215,Tracy,1,Girl,2022
2215,Trait ,1,Girl,2022
2215,Treasure ,1,Girl,2022
2215,Tresslyn ,1,Girl,2022
2215,Trevelyne,1,Girl,2022
2215,Tricia ,1,Girl,2022
2215,Tridha,1,Girl,2022
2215,Trinika ,1,Girl,2022
2215,Trisha,1,Girl,2022
2215,Tristen ,1,Girl,2022
2215,Tristynn ,1,Girl,2022
2215,Tru-Melodi ,1,Girl,2022
2215,True ,1,Girl,2022
2215,Trulee ,1,Girl,2022
2215,Tsimona,1,Girl,2022
2215,Tsion ,1,Girl,2022
2215,Tsyon,1,Girl,2022
2215,Tuleen,1,Girl,2022
2215,Tuliah ,1,Girl,2022
2215,Tulip ,1,Girl,2022
2215,Tulsi ,1,Girl,2022
2215,Turquoise,1,Girl,2022
2215,Twisha,1,Girl,2022
2215,Tyla ,1,Girl,2022
2215,Tyza ,1,Girl,2022
2215,Uaqeen ,1,Girl,2022
2215,Uazenga ,1,Girl,2022
2215,Ugonma ,1,Girl,2022
2215,Ujeneza,1,Girl,2022
2215,Ulyana,1,Girl,2022
2215,Uma ,1,Girl,2022
2215,Umaima ,1,Girl,2022
2215,Umama,1,Girl,2022
2215,Umamah,1,Girl,2022
2215,Umayah,1,Girl,2022
2215,Umme,1,Girl,2022
2215,Ummehani,1,Girl,2022
2215,Una ,1,Girl,2022
2215,Úna ,1,Girl,2022
2215,Una-Taria,1,Girl,2022
2215,Undina ,1,Girl,2022
2215,Urennaya ,1,Girl,2022
2215,Urielle ,1,Girl,2022
2215,Uroosh,1,Girl,2022
2215,Ursula ,1,Girl,2022
2215,Urwa ,1,Girl,2022
2215,Ushindi ,1,Girl,2022
2215,Ustat,1,Girl,2022
2215,Uylee,1,Girl,2022
2215,Uzochukwu ,1,Girl,2022
2215,Vaamika ,1,Girl,2022
2215,Vada ,1,Girl,2022
2215,Vaela ,1,Girl,2022
2215,Vagdevi,1,Girl,2022
2215,Vahlaya,1,Girl,2022
2215,Vai ,1,Girl,2022
2215,Vaida ,1,Girl,2022
2215,Vainiga,1,Girl,2022
2215,Vaishavi ,1,Girl,2022
2215,Vaishvi ,1,Girl,2022
2215,Valeene ,1,Girl,2022
2215,Valeera ,1,Girl,2022
2215,Valen ,1,Girl,2022
2215,Valkyrie ,1,Girl,2022
2215,Valli ,1,Girl,2022
2215,Vaneah ,1,Girl,2022
2215,Vanellope ,1,Girl,2022
2215,Vani ,1,Girl,2022
